Leverage Category,Average Return (%),Leverage Multiplier,Return per Leverage Unit,Average Sharpe Ratio,Risk-Adjusted Efficiency,Sample Count
Moderate (1.0x),-0.229,1.0,-0.229,-0.541,-0.541,72
