Strategy,Total_Return_Pct,Avg_Sharpe_Ratio,Avg_Win_Rate,Avg_Max_Drawdown,Total_Trades,Loops_Evaluated,Std_Return_Pct,Best_Monthly_Return,Worst_Monthly_Return
MACD-based Trading,14.866551000000255,1.9202511493917003,0.525952647014547,0.0,4261,12,2.6661481644732277,6.504063999999945,-3.4336260000000034
Buy & Hold,14.526687000000026,1.45781053226987,0.6666666666666666,0.0,12,12,4.562178185734097,6.420764000000018,-8.41080100000001
Single-CNN-LSTM-Aggressive,-2.337398000000121,-6.1529421907387,0.13643901276399148,0.0,1074,12,0.36681940799494533,0.5597760000000017,-0.8584065000000373
Multi-CNN-LSTM-Aggressive,-3.4961009999999257,-8.052493916064561,0.09747837010573997,0.0,980,12,0.3974055544389536,0.31612350000001244,-1.167449499999966
Multi-CNN-LSTM-Moderate,-7.957649000000111,-14.077870879211185,0.03174991650643621,0.0,852,12,0.4216623809555178,-0.2607289999999921,-1.7984470000000148
Single-CNN-LSTM-Moderate,-9.775255000000033,-13.291375889952429,0.045313423790837054,0.0,871,12,0.7223140734589728,-0.26156200000006724,-3.066272999999983
RSI-based Trading,-9.875214999999443,-2.6250902090732713,0.384373385502212,0.0,1830,12,2.2930101382077366,2.872184000000052,-6.0933949999997825
Multi-CNN-LSTM-Conservative,-12.816538000000072,-11.680437361178578,0.02451481861933527,0.0,820,12,0.927053894319879,0.0,-3.5968940000000478
Single-CNN-LSTM-Conservative,-14.889041999999993,-13.624875981980267,0.021920855389748084,0.0,829,12,0.8728875863187834,-0.2598959999999352,-3.5968940000000478
